Category,Type,Lot #,Shape,Carat,Color,Clarity,Cut,Pol.,Sym.,Depth %,Table %,Fluor.,Measurement,Lab,Certificate #,Rap. Price,Discount,Price/Ct,Total Price,Cert,Video,Cert,Video,,
Certified,2-2.99,9805,RD,2.01,F,VS1,EX,EX,EX,62.8,57,FNT,8.05 x 7.99 x 5.04,GIA,6201717632,"$17,500 ",-34.86%,"$11,400 ","$22,914 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=6201717632,http://up.diacam360.com/scan/1137_37213,,
Certified,2-2.99,12114,RD,2.6,F,VS2,EX,EX,EX,62.7,56,NON,8.76 x 8.71 x 5.47,GIA,6332422740,"$15,500 ",-22.29%,"$12,045 ","$31,317 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=6332422740,https://up.diacam360.com/scan/2d03_363101????https://up.diacam360.com/scan/2d03_363101????,,
Certified,2-2.99,7361,RD,2.01,F,VS2,,G,G,56.8,65,NON,8.32 x 8.19 x 4.69,GIA,11441824,"$15,500 ",-21.23%,"$12,210 ","$24,542 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=11441824,http://up.diacam360.com/scan/2b52_37221,,
Certified,2-2.99,S2243,RD,2.47,FC,VS2,,VG,VG,64,66,MED,8.46 x 8.38 x 5.39,GIA,2125452158,$0 ,,"$7,592 ","$18,752 ",CERT,,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2125452158,0,,
Certified,2-2.99,11765,RD,2.5,G,IF,EX,EX,EX,62.6,54,NON,8.70 x 8.65 x 5.43,GIA,7338115905,"$20,500 ",-23.17%,"$15,750 ","$39,375 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=7338115905,http://up.diacam360.com/scan/bceb_326056,,
Certified,2-2.99,7411,RD,2.01,G,IF,EX,EX,VG,62,58,NON,8.09 x 8.02 x 5.00,GIA,5131669155,"$20,500 ",-12.20%,"$18,000 ","$36,180 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=5131669155,http://up.diacam360.com/scan/8c02_37171,,
Certified,2-2.99,11967,RD,2.01,G,SI1,EX,EX,VG,62.9,57,NON,8.05 x 7.95 x 5.03,GIA,2205604013,"$11,500 ",-34.78%,"$7,500 ","$15,075 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2205604013,https://up.diacam360.com/scan/77e3_357081,,
Certified,2-2.99,11743,RD,2.01,G,SI2,EX,EX,EX,62.6,57,MED,8.05 x 8.01 x 5.03,GIA,6325878628,"$9,500 ",-30.53%,"$6,600 ","$13,266 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=6325878628,http://up.diacam360.com/scan/b9ad_322263,,
Certified,2-2.99,8459,RD,2.23,G,SI2,,VG,VG,62.9,67,None,8.41 x 8.27 x 5.25,,,"$9,500 ",-47.37%,"$5,000 ","$11,150 ",,VIDEO,0,http://up.diacam360.com/scan/531e_37166,,
Certified,2-2.99,9606,RD,2.04,G,SI2,EX,EX,EX,62,59,FNT,8.15 x 8.10 x 5.03,GIA,6192843781,"$9,500 ",-30.53%,"$6,600 ","$13,464 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=6192843781,http://up.diacam360.com/scan/b88b_37165,,
Certified,2-2.99,12199,RD,2.6,H,VVS1,EX,EX,EX,61.6,56,FNT,8.89 x 8.83 x 5.46,GIA,6335810886,"$15,500 ",-29.74%,"$10,890 ","$28,314 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=6335810886,https://up.diacam360.com/scan/2f73_368214/video,,
Certified,2-2.99,11311,RD,2.01,H,VVS2,VG,VG,EX,62.6,60,FNT,7.95 x 7.89 x 4.96,GIA,1303065992,"$14,500 ",-40.14%,"$8,680 ","$17,447 ",CERT,,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=1303065992,,,
Certified,2-2.99,11977,RD,2.25,H,VVS2,EX,EX,EX,61.9,58,FNT,8.39 x 8.32 x 5.17,GIA,1338779520,"$14,500 ",-35.86%,"$9,300 ","$20,925 ",CERT,,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=1338779520,0,,
Certified,2-2.99,10071,RD,2.68,H,VS1,EX,EX,EX,61.8,55,NON,8.94 x 8.90 x 5.52,GIA,6225747381,"$13,000 ",-12.77%,"$11,340 ","$30,391 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=6225747381,http://up.diacam360.com/scan/00e0_37143,,
Certified,2-2.99,11794,RD,2.24,H,VS1,EX,EX,EX,59.3,62,NON,8.60 x 8.52 x 5.08,GIA,2203445487,"$13,000 ",-25.69%,"$9,660 ","$21,638 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2203445487,http://up.diacam360.com/scan/d97c_331276,,
Certified,2-2.99,11979,RD,2.14,H,VS1,EX,EX,EX,62.4,59,NON,8.24 x 8.20 x 5.13,GIA,2201162523,"$13,000 ",-28.92%,"$9,240 ","$19,774 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2201162523,https://up.diacam360.com/scan/8f71_359337,,
Certified,2-2.99,11981,RD,2.08,H,VS1,EX,EX,EX,61.7,59,NON,8.19 x 8.16 x 5.05,GIA,6207478829,"$13,000 ",-28.92%,"$9,240 ","$19,219 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=6207478829,https://up.diacam360.com/scan/2548_359340,,
Certified,2-2.99,12278,RD,2,H,VS1,VG,EX,VG,64,56,NON,7.95 x 7.90 x 5.07,GIA,2326910876,"$13,000 ",-38.62%,"$7,980 ","$15,960 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2326910876,https://up.diacam360.com/scan/bd3f_374866,,
Certified,2-2.99,9394,RD,2.01,H,VS1,EX,EX,EX,62.5,58,FNT,8.06 x 8.01 x 5.02,GIA,1166637304,"$13,000 ",-24.62%,"$9,800 ","$19,698 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=1166637304,http://up.diacam360.com/scan/f29e_37153,,
Certified,2-2.99,9232,RD,2.01,H,SI1,VG,EX,EX,63.3,56,NON,8.00 x 7.95 x 5.05,GIA,1189174098,"$10,200 ",-25.59%,"$7,590 ","$15,256 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=1189174098,http://up.diacam360.com/scan/3464_37145,,
Certified,2-2.99,6427,RD,2.69,H,SI2,,G,G,63.7,63,None,8.75 x 8.67 x 5.55,,,"$9,000 ",-47.22%,"$4,750 ","$12,778 ",,VIDEO,0,http://up.diacam360.com/scan/150f_37150,,
Certified,2-2.99,7421,RD,2.01,H,SI2,VG,EX,VG,63.5,58,FNT,7.96 x 7.93 x 5.04,GIA,5116350803,"$9,000 ",-17.67%,"$7,410 ","$14,894 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=5116350803,http://up.diacam360.com/scan/ee1b_37148,,
Certified,2-2.99,7457,RD,2.03,H,SI2,VG,EX,EX,63.3,59,NON,8.04 x 7.98 x 5.07,GIA,2126469448,"$9,000 ",-17.67%,"$7,410 ","$15,042 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2126469448,http://up.diacam360.com/scan/f5b6_37141,,
Certified,2-2.99,7730,RD,2.1,H,SI2,EX,EX,EX,61.3,57,NON,8.28 x 8.24 x 5.06,GIA,1123710913,"$9,000 ",-15.56%,"$7,600 ","$15,960 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=1123710913,http://up.diacam360.com/scan/9308_37139,,
Certified,2-2.99,9107,RD,2.01,H,SI2,EX,EX,EX,60.2,59,NON,8.20 x 8.18 x 4.93,GIA,1166104701,"$9,000 ",-19.78%,"$7,220 ","$14,512 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=1166104701,http://up.diacam360.com/scan/fc58_37137,,
Certified,2-2.99,MP1027,RD,2.12,H,SI2,EX,VG,EX,60.9,56,NON,8.34 x 8.32 x 5.08,GIA,5201489271,"$9,000 ",-29.28%,"$6,365 ","$13,494 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=5201489271,https://up.diacam360.com/scan/7d43_362004/video,,
Certified,2-2.99,7761,RD,2.27,I,VVS2,EX,EX,EX,61.9,57,FNT,8.44 x 8.38 x 5.21,GIA,1129774118,"$11,000 ",-12.73%,"$9,600 ","$21,792 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=1129774118,http://up.diacam360.com/scan/6e30_36802,,
Certified,2-2.99,11883,RD,2.06,I,VS1,EX,EX,EX,61.9,58,NON,8.19 x 8.14 x 5.05,GIA,1206562925,"$10,500 ",-25.33%,"$7,840 ","$16,150 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=1206562925,https://up.diacam360.com/scan/288a_352805,,
Certified,2-2.99,12302,RD,2.01,I,VS1,EX,EX,EX,60.8,61,FNT,8.13 x 8.09 x 4.93,GIA,5202705294,"$10,500 ",-32.80%,"$7,056 ","$14,183 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=5202705294,https://up.diacam360.com/scan/2478_375194,,
Certified,2-2.99,7789,RD,2.18,I,VS1,EX,EX,EX,62.1,57,STG,8.29 x 8.27 x 5.14,GIA,2145644712,"$10,500 ",-20.00%,"$8,400 ","$18,312 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2145644712,http://up.diacam360.com/scan/f08e_36814,,
Certified,2-2.99,10095,RD,2.01,I,VS2,VG,EX,EX,64.2,55,NON,7.92 x 7.89 x 5.08,GIA,1139484585,"$10,000 ",-26.50%,"$7,350 ","$14,774 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=1139484585,http://up.diacam360.com/scan/f7bf_36804,,
Certified,2-2.99,12124,RD,2.21,I,VS2,EX,EX,EX,62.6,57,NON,8.30 x 8.25 x 5.18,GIA,1339674964,"$10,000 ",-29.65%,"$7,035 ","$15,547 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=1339674964,https://up.diacam360.com/scan/414b_363239/video,,
Certified,2-2.99,7455,RD,2.31,I,VS2,EX,EX,EX,61.4,57,NON,8.54 x 8.50 x 5.24,GIA,1129533685,"$10,000 ",-16.00%,"$8,400 ","$19,404 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=1129533685,http://up.diacam360.com/scan/9234_36807,,
Certified,2-2.99,12288,RD,2.01,I,SI1,EX,EX,EX,59.7,62,NON,8.17 x 8.12 x 4.86,GIA,2205767460,"$9,000 ",-28.22%,"$6,460 ","$12,985 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2205767460,https://up.diacam360.com/scan/466a_375121,,
Certified,2-2.99,9857,RD,2.01,I,SI1,VG,EX,VG,62.6,55,FNT,8.02 x 7.98 x 5.00,GIA,5171307952,"$9,000 ",-29.28%,"$6,365 ","$12,794 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=5171307952,http://up.diacam360.com/scan/e72f_36815,,
Certified,2-2.99,S3033,RD,2,I,SI1,F,G,G,55.1,65,NON,8.33 x 8.28 x 4.57,GIA,2165598924,"$9,000 ",-34.56%,"$5,890 ","$11,780 ",CERT,,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2165598924,0,,
Certified,2-2.99,11980,RD,2.03,I,SI2,EX,EX,EX,62.1,58,NON,8.09 x 8.05 x 5.01,GIA,2203647615,"$8,100 ",-29.69%,"$5,695 ","$11,561 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2203647615,https://up.diacam360.com/scan/1496_359338,,
Certified,2-2.99,7350,RD,2.13,I,SI2,G,VG,G,56.5,64,NON,8.67 x 8.57 x 4.87,GIA,2131246278,"$8,100 ",-21.30%,"$6,375 ","$13,579 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2131246278,http://up.diacam360.com/scan/167d_36813,,
Certified,2-2.99,7523,RD,2.01,I,SI2,VG,EX,VG,63.6,59,NON,7.99 x 7.89 x 5.05,GIA,2116026271,"$8,100 ",-10.80%,"$7,225 ","$14,522 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2116026271,http://up.diacam360.com/scan/2c54_36806,,
Certified,2-2.99,7741,RD,2.23,I,SI2,VG,VG,EX,63.1,56,NON,8.31 x 8.25 x 5.23,GIA,2145525206,"$8,100 ",-16.05%,"$6,800 ","$15,164 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2145525206,http://up.diacam360.com/scan/8ed0_36809,,
Certified,2-2.99,7837,RD,2.05,I,SI2,EX,EX,EX,61.3,60,FNT,8.20 x 8.15 x 5.01,GIA,2145622174,"$8,100 ",-16.05%,"$6,800 ","$13,940 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2145622174,http://up.diacam360.com/scan/3219_36811,,
Certified,2-2.99,8652,RD,2.03,I,SI2,G,VG,G,58.6,63,FNT,8.32 x 8.28 x 4.86,GIA,2155815786,"$8,100 ",-26.54%,"$5,950 ","$12,079 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2155815786,http://up.diacam360.com/scan/ede9_36803,,
Certified,2-2.99,11182,RD,2.01,I,I1,G,EX,EX,61.8,64,MED,7.88 x 7.84 x 4.86,GIA,2195921171,"$5,100 ",-14.80%,"$4,345 ","$8,733 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2195921171,https://up.diacam360.com/scan/8218_279109,,
Certified,2-2.99,9064,RD,2.49,I,I1,,GD,GD,66.1,57,None,8.35 x 8.42 x 5.55,IGI,2307266,"$5,100 ",-32.45%,"$3,445 ","$8,578 ",,VIDEO,0,http://up.diacam360.com/scan/59fa_36812,,
Certified,2-2.99,11361,RD,2.41,I,I2,EX,EX,EX,62.6,57,NON,8.54 x 8.48 x 5.33,GIA,2205160687,"$2,500 ",110.00%,"$5,250 ","$12,653 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2205160687,https://up.diacam360.com/scan/064b_296765,,
Certified,2-2.99,7840,RD,2.12,J,VVS2,VG,VG,G,60.9,62,FNT,8.39 x 8.24 x 5.07,GIA,5141676080,"$9,000 ",-26.11%,"$6,650 ","$14,098 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=5141676080,http://up.diacam360.com/scan/e9a7_37359,,
Certified,2-2.99,10929,RD,2.06,J,VS1,EX,EX,EX,62.3,59,MED,8.14 x 8.12 x 5.06,GIA,2297664415,"$8,500 ",-29.06%,"$6,030 ","$12,422 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2297664415,http://up.diacam360.com/scan/2935_241732,,
Certified,2-2.99,5920,RD,2.52,J,VS1,EX,EX,EX,62.1,58,NON,8.73 x 8.65 x 5.40,GIA,2105776229,"$8,500 ",-15.29%,"$7,200 ","$18,144 ",CERT,,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2105776229,0,,
Certified,2-2.99,6773,RD,2.24,J,VS1,EX,EX,EX,61.9,56,NON,8.41 x 8.37 x 5.19,GIA,5121874007,"$8,500 ",-22.71%,"$6,570 ","$14,717 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=5121874007,http://up.diacam360.com/scan/664c_37360,,
Certified,2-2.99,8432,RD,2.38,J,VS1,VG,VG,EX,60.3,60,MED,8.70 x 8.66 x 5.23,GIA,2141427102,"$8,500 ",-17.41%,"$7,020 ","$16,708 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2141427102,http://up.diacam360.com/scan/fc9e_37357,,
Certified,2-2.99,9846,RD,2.01,J,VS1,EX,EX,EX,62.2,59,NON,8.09 x 8.04 x 5.02,GIA,7211718813,"$8,500 ",-25.88%,"$6,300 ","$12,663 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=7211718813,http://up.diacam360.com/scan/6e86_37355,,
Certified,2-2.99,5862,RD,2.52,J,VS2,G,G,G,61,61,NON,8.81 x 8.63 x 5.32,GIA,16430133,"$8,000 ",-25.63%,"$5,950 ","$14,994 ",CERT,,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=16430133,0,,
Certified,2-2.99,4683,RD,2.2,J,SI1,VG,EX,VG,63,56,NON,8.23 x 8.17 x 5.17,GIA,16313051,"$7,500 ",-22.13%,"$5,840 ","$12,848 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=16313051,http://up.diacam360.com/scan/9fec_37361,,
Certified,2-2.99,12259,RD,2.04,J,SI2,VG,G,EX,62.2,57,FNT,8.08 x 8.06 x 5.02,GIA,6203875117,"$6,700 ",-44.63%,"$3,710 ","$7,568 ",CERT,,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=6203875117,0,,
Certified,2-2.99,11754,RD,2.57,K,VVS1,EX,EX,EX,62.7,57,MED,8.72 x 8.64 x 5.44,GIA,7323327856,"$8,300 ",-25.78%,"$6,160 ","$15,831 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=7323327856,http://up.diacam360.com/scan/7c52_323680,,
Certified,2-2.99,11882,RD,2.2,K,VVS1,EX,EX,EX,62.7,57,NON,8.26 x 8.21 x 5.16,GIA,2201173015,"$8,300 ",-27.90%,"$5,984 ","$13,165 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2201173015,https://up.diacam360.com/scan/919e_352796,,
Certified,2-2.99,7841,RD,2.19,K,VVS1,VG,VG,G,59.9,60,FNT,8.50 x 8.46 x 5.08,GIA,2145676078,"$8,300 ",-25.78%,"$6,160 ","$13,490 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2145676078,http://up.diacam360.com/scan/7a35_37409,,
Certified,2-2.99,7961,RD,2.04,K,VVS1,VG,EX,VG,59.2,62,NON,8.35 x 8.33 x 4.94,GIA,1132670207,"$8,300 ",-20.48%,"$6,600 ","$13,464 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=1132670207,http://up.diacam360.com/scan/1472_37429,,
Certified,2-2.99,8527,RD,2.61,K,VVS1,G,VG,G,58.5,56,FNT,9.06 x 8.99 x 5.28,GIA,2155525900,"$8,300 ",-26.51%,"$6,100 ","$15,921 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2155525900,http://up.diacam360.com/scan/333a_37419,,
Certified,2-2.99,2530,RD,2.6,K,VS1,,VG,VG,44.5,60,Medium,8.96 x 9.10 x 5.40,HRD,20041009401,"$7,000 ",-25.00%,"$5,250 ","$13,650 ",,VIDEO,0,http://up.diacam360.com/scan/de9a_37401,,
Certified,2-2.99,7524,RD,2.01,K,VS1,VG,EX,VG,63.7,57,NON,7.99 x 7.98 x 5.09,GIA,2131890657,"$7,000 ",-19.64%,"$5,625 ","$11,306 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2131890657,http://up.diacam360.com/scan/42aa_37377,,
Certified,2-2.99,7607,RD,2.92,K,VS1,G,G,G,62,63,NON,9.09 x 9.02 x 5.61,GIA,5131750945,"$7,000 ",1.79%,"$7,125 ","$20,805 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=5131750945,http://up.diacam360.com/scan/3c2e_37416,,
Certified,2-2.99,8032,RD,2.01,K,VS2,VG,VG,EX,64.6,57,NON,7.96 x 7.91 x 5.13,GIA,1139184454,"$6,500 ",-24.62%,"$4,900 ","$9,849 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=1139184454,http://up.diacam360.com/scan/0308_37375,,
Certified,2-2.99,11326,RD,2.23,K,SI1,EX,VG,VG,59.1,62,FNT,8.60 x 8.50 x 5.05,GIA,6203002240,"$6,000 ",-20.92%,"$4,745 ","$10,581 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=6203002240,https://up.diacam360.com/scan/a78d_292432,,
Certified,2-2.99,11332,RD,2.11,K,SI1,VG,EX,VG,58.2,64,NON,8.42 x 8.35 x 4.88,GIA,2195906063,"$6,000 ",-25.25%,"$4,485 ","$9,463 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2195906063,https://up.diacam360.com/scan/ca2f_292410,,
Certified,2-2.99,12173,RD,2.02,K,SI1,VG,EX,VG,64.5,57,NON,7.89 x 7.83 x 5.07,GIA,5336821996,"$6,000 ",-33.92%,"$3,965 ","$8,009 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=5336821996,https://up.diacam360.com/scan/8cd3_366119/video,,
Certified,2-2.99,8935,RD,2.03,K,SI1,VG,VG,VG,63.1,55,NON,8.05 x 8.01 x 5.07,GIA,2151110015,"$6,000 ",-13.33%,"$5,200 ","$10,556 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2151110015,http://up.diacam360.com/scan/d19e_37423,,
Certified,2-2.99,S3783,RD,2.17,K,SI2,EX,VG,VG,62.9,56,NON,8.27 x 8.22 x 5.19,GIA,2201075525,"$5,700 ",-15.79%,"$4,800 ","$10,416 ",CERT,,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2201075525,0,,
Certified,2-2.99,8325,RD,2.01,L,VVS1,G,G,G,64.3,56,FNT,8.03 x 7.93 x 5.13,GIA,2145498480,"$7,000 ",-30.36%,"$4,875 ","$9,799 ",CERT,VIDEO,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2145498480,http://up.diacam360.com/scan/ec76_37453,,
